Date,JP_2Y_Yield
2015-01-01,0.07018659936935362
2015-01-02,0.025931217506272232
2015-01-03,0.045328029483413086
2015-01-04,0.0585453659518047
2015-01-05,0.05226401051809959
2015-01-06,0.02445058578083817
2015-01-07,0.028760522588410734
2015-01-08,0.06611106728241087
2015-01-09,0.04286468333956649
2015-01-10,0.03902872325145837
2015-01-11,0.05326296931350316
2015-01-12,0.07014146581476138
2015-01-13,0.05558474501382261
2015-01-14,0.031701563972207504
2015-01-15,0.0350936347614309
2015-01-16,0.06523907737807612
2015-01-17,0.04661479822789047
2015-01-18,0.0400631329187049
2015-01-19,0.06846344426683802
2015-01-20,0.05044278365059317
2015-01-21,0.050376676953439614
2015-01-22,0.06443865640899872
2015-01-23,0.030236885114369567
2015-01-24,0.0613319789514653
2015-01-25,0.07694139753900922
2015-01-26,0.0392706375576052
2015-01-27,0.054094284559606326
2015-01-28,0.07601782204495669
2015-01-29,0.03940057348605629
2015-01-30,0.07562759231214314
2015-01-31,0.062177232004848176
2015-02-01,0.07050155665458083
2015-02-02,0.05830805006100667
2015-02-03,0.06510929456521906
2015-02-04,0.07001985078671558
2015-02-05,0.08273637893882499
2015-02-06,0.02515872595594992
2015-02-07,0.07169949898132984
2015-02-08,0.037054727352320696
2015-02-09,0.06055600622136898
2015-02-10,0.09714608902792929
2015-02-11,0.0695742078543361
2015-02-12,0.06620835685313403
2015-02-13,0.052862202407616486
2015-02-14,0.0394213908641013
2015-02-15,0.053745742869780656
2015-02-16,0.03475784237921572
2015-02-17,0.06576903234955753
2015-02-18,0.08789301675636746
2015-02-19,0.06203474823534643
2015-02-20,0.04692966790855538
2015-02-21,0.054408676725828505
2015-02-22,0.03261035080901481
2015-02-23,0.034211796530846134
2015-02-24,0.059964616970816564
2015-02-25,0.037074754926696665
2015-02-26,0.04052714541671906
2015-02-27,0.08998456175041167
2015-02-28,0.06763698234145862
2015-03-01,0.04246723744786621
2015-03-02,0.06303498076637545
2015-03-03,0.027701314874517238
2015-03-04,0.07626138398140675
2015-03-05,0.04677787835235636
2015-03-06,0.07018429266730858
2015-03-07,0.05380240508386697
2015-03-08,0.02949916787204141
2015-03-09,0.06074141401599816
2015-03-10,0.044413546218528575
2015-03-11,0.03145234386950524
2015-03-12,0.022213329655350285
2015-03-13,0.048082371065552236
2015-03-14,0.0629450108302371
2015-03-15,0.06629262890349688
2015-03-16,0.05442125354120942
2015-03-17,0.035732350014806374
2015-03-18,0.052354429975527896
2015-03-19,0.03914434943726118
2015-03-20,0.04980451153851929
2015-03-21,0.07707087875107546
2015-03-22,0.04519229176851331
2015-03-23,0.053184013612304064
2015-03-24,0.036848073466743125
2015-03-25,0.05377065521018535
2015-03-26,0.05759881273203342
2015-03-27,0.05997024872841618
2015-03-28,0.012307178833426156
2015-03-29,0.05410352637311945
2015-03-30,0.03627399856253111
2015-03-31,0.04691361945267101
2015-04-01,0.06887451610193669
2015-04-02,0.06639186174977149
2015-04-03,0.03912537478752508
2015-04-04,0.05914816027269002
2015-04-05,0.0388651019968912
2015-04-06,0.04214603570554197
2015-04-07,0.06562249035540016
2015-04-08,0.05315101467709824
2015-04-09,0.02717607090522934
2015-04-10,0.07984251736774162
2015-04-11,0.0611668842069336
2015-04-12,0.05902645259171193
2015-04-13,0.008292391718438444
2015-04-14,0.0438945656126395
2015-04-15,0.033129189832983214
2015-04-16,0.019323928062616104
2015-04-17,0.057294108507980675
2015-04-18,0.047902635713959335
2015-04-19,0.03699279258232224
2015-04-20,0.043427392734010126
2015-04-21,0.04666414486475519
2015-04-22,0.03923146055494287
2015-04-23,0.05708558436745
2015-04-24,0.0728620761345987
2015-04-25,0.04574433682955133
2015-04-26,0.01868383217734889
2015-04-27,0.08334751854475389
2015-04-28,0.06173592924936064
2015-04-29,0.037073873406699126
2015-04-30,0.0454346818268433
2015-05-01,0.05403709815054885
2015-05-02,0.05409613539667731
2015-05-03,0.027253409761044466
2015-05-04,0.05924474984586037
2015-05-05,0.04774584455360628
2015-05-06,0.05961546263635207
2015-05-07,0.08015987158658246
2015-05-08,0.058660224893079344
2015-05-09,0.03473746417284961
2015-05-10,0.004274741932957564
2015-05-11,0.07125178678469339
2015-05-12,0.025831591953285465
2015-05-13,0.05642489631752876
2015-05-14,0.019448502921588916
2015-05-15,0.0065521262726556465
2015-05-16,0.05287697575836762
2015-05-17,0.06729815943192441
2015-05-18,0.0526313153797079
2015-05-19,0.0597762478944105
2015-05-20,0.06525785580845452
2015-05-21,0.029772756268230907
2015-05-22,0.04607605679332087
2015-05-23,0.0506185885797769
2015-05-24,0.05739513540767053
2015-05-25,0.03903626448360565
2015-05-26,0.07039381347062322
2015-05-27,0.07939460705009808
2015-05-28,0.024605193213015034
2015-05-29,0.04994620545313425
2015-05-30,0.04469482380763754
2015-05-31,0.027214595329702662
2015-06-01,0.07142590180451316
2015-06-02,0.04240422555282235
2015-06-03,0.05747450792320224
2015-06-04,0.062063436061546975
2015-06-05,0.06916715501918724
2015-06-06,0.021658051809466918
2015-06-07,0.06216042714074635
2015-06-08,0.030148920329608486
2015-06-09,0.026517739854655862
2015-06-10,0.03688722794820257
2015-06-11,0.04256505491392057
2015-06-12,0.05162889387453602
2015-06-13,0.0803621335466899
2015-06-14,0.06407507263251888
2015-06-15,0.05953211314752225
2015-06-16,0.0609630815052042
2015-06-17,0.044672728783847364
2015-06-18,0.0677284598692475
2015-06-19,0.04365671254193569
2015-06-20,0.029190927968267
2015-06-21,0.019479421608664112
2015-06-22,0.07073348889697902
2015-06-23,0.027006793262362543
2015-06-24,0.055965751432575817
2015-06-25,0.07098035071801945
2015-06-26,0.03830886078194325
2015-06-27,0.050929107499453355
2015-06-28,0.048703090193026176
2015-06-29,0.034661273878640625
2015-06-30,0.04251264822506142
2015-07-01,0.03655590347212979
2015-07-02,0.057212522022683204
2015-07-03,0.06228951812411506
2015-07-04,0.05819787938548684
2015-07-05,0.05254610818551426
2015-07-06,0.043539298528479084
2015-07-07,0.0771251233447679
2015-07-08,0.0477426176302239
2015-07-09,0.05187386907142003
2015-07-10,0.05337982136383456
2015-07-11,0.051656854846943344
2015-07-12,0.05179841914912621
2015-07-13,0.04019021467017432
2015-07-14,0.04842850702493449
2015-07-15,0.010664932950629348
2015-07-16,0.0767354327926541
2015-07-17,0.027157021483002343
2015-07-18,0.0491225814486062
2015-07-19,0.040292388895662556
2015-07-20,0.019468659110139692
2015-07-21,0.049641428297555606
2015-07-22,0.047681961477107036
2015-07-23,0.0410628151424175
2015-07-24,0.07021261195671269
2015-07-25,0.09871091489155036
2015-07-26,0.019763766238506116
2015-07-27,0.0472861857832469
2015-07-28,0.06415285448296726
2015-07-29,0.04683789030933442
2015-07-30,0.006308070085576829
2015-07-31,0.05439152845815252
2015-08-01,0.04620829400118109
2015-08-02,0.04263952859432387
2015-08-03,0.04440283637628432
2015-08-04,0.042283326471343155
2015-08-05,0.04343558476429069
2015-08-06,0.06445096763094867
2015-08-07,0.060557747642364254
2015-08-08,0.04643167726680351
2015-08-09,0.05602010824652636
2015-08-10,0.02609013769044001
2015-08-11,0.03323956384072674
2015-08-12,0.04503188214611701
2015-08-13,0.039220458394614986
2015-08-14,0.07853149356838454
2015-08-15,0.04984264022385046
2015-08-16,0.025674023096925434
2015-08-17,0.04188062859649487
2015-08-18,0.0359105425565357
2015-08-19,0.05648981820690252
2015-08-20,0.03192867514503313
2015-08-21,0.05027375447412547
2015-08-22,0.04639289279111446
2015-08-23,0.07402018331538283
2015-08-24,0.05205191620623382
2015-08-25,0.05906235334502778
2015-08-26,0.06421016346668866
2015-08-27,0.07228678379618292
2015-08-28,0.06030096439897249
2015-08-29,0.06603074827749175
2015-08-30,0.0629345086989599
2015-08-31,0.06334596346723466
2015-09-01,0.010362069192213448
2015-09-02,0.08184583722947882
2015-09-03,0.009633571047073061
2015-09-04,0.048759337497
2015-09-05,0.035580689222999236
2015-09-06,0.04003324428909013
2015-09-07,0.06615117137982025
2015-09-08,0.013139521971527388
2015-09-09,0.05763022463165026
2015-09-10,0.03615970339142313
2015-09-11,0.05753517504537259
2015-09-12,0.06391556928292734
2015-09-13,0.03196495225380511
2015-09-14,0.077836568170717
2015-09-15,0.05959263992605284
2015-09-16,0.059569834213669313
2015-09-17,0.03674258814199758
2015-09-18,0.043839443119989094
2015-09-19,0.06849927130040112
2015-09-20,0.05075343881041261
2015-09-21,0.05921346580061
2015-09-22,0.06219810887207451
2015-09-23,0.038891486241476876
2015-09-24,0.07575940136965865
2015-09-25,0.06450109429688788
2015-09-26,0.058889936592440656
2015-09-27,0.060896695668589185
2015-09-28,0.03136558763887605
2015-09-29,0.05413413411416692
2015-09-30,0.06574749471122417
2015-10-01,0.08066436614535669
2015-10-02,0.04961113039817511
2015-10-03,0.04031506352733967
2015-10-04,0.07878560167769945
2015-10-05,0.019426426443868088
2015-10-06,0.031985830268449485
2015-10-07,0.02247779421505612
2015-10-08,0.08136242380458206
2015-10-09,0.02332571476241265
2015-10-10,0.0325303222416956
2015-10-11,0.05725698173957132
2015-10-12,0.06897864863302605
2015-10-13,0.07316661387174275
