Date,XLK,XLF,XLV,XLE,XLI,XLY,XLP,XLU,XLB,TLT,GLD
2020-09-09 00:00:00-04:00,0.0326298111846923,0.0101463270948414,0.0176991993975821,0.0068454594507882,0.0154489569947502,0.0188665682873865,0.0144948141128558,0.0132114288887636,0.025778770688285,,
2020-09-10 00:00:00-04:00,-0.0225829159348744,-0.0140619268042592,-0.0153117094868987,-0.0366541770849973,-0.0127641039587972,-0.0143270730911383,-0.0122905194368491,-0.0172181679370667,-0.009404766605908,0.005082579342235549,-0.0032231430104036063
2020-09-11 00:00:00-04:00,-0.0076429881992222,0.0069272082002354,0.0039352674776265,0.0009205233974178,0.0135823257803988,0.0015083084427034,0.0055994368371607,0.0023812040595267,0.0127626208000604,0.0021325244682408595,-5.486005292487661e-05
2020-09-14 00:00:00-04:00,0.0209810006739015,0.0137597802193716,0.0143417244335466,0.0076642118823218,0.013529206298313,0.0106113324026253,0.0064966145307745,0.0137451402385602,0.0144459847630813,-6.0557262098859255e-05,0.007892586821005798
2020-09-15 00:00:00-04:00,0.0098846715962204,-0.0135730184683339,0.0013196641636066,-0.0073014546119501,0.0006354186503858,0.0081968218895926,-0.0013830791006451,0.0066956452616702,0.0048479728306749,-0.002432423290831487,-0.0023927480714920346
2020-09-16 00:00:00-04:00,-0.0154547093969734,0.0113316781510359,-0.0016943971943139,0.040147023068892,0.0101639063502352,-0.005576881091056,-0.0044629761667704,-0.0013302075406723,0.0007536168815263,-0.0029860234597830493,0.0028345831622316187
2020-09-17 00:00:00-04:00,-0.0082845337213185,-0.010404188546068,-0.0033003266921629,0.0014732953361094,0.0020123074289253,-0.0140539427479916,-0.0063379441077464,-0.0081583178876489,0.0073816100215855,0.0030561808039499816,-0.005489995652194879
2020-09-18 00:00:00-04:00,-0.0172352285068557,-0.0020217956426107,-0.001513752246976,-0.0111798857888493,-0.011170915986773,-0.0139118117880826,-0.0091785918533893,-0.0176264203067871,-0.0171973167239326,-0.0031076815477251163,0.0013117087099276947
2020-09-21 00:00:00-04:00,0.0083129474474699,-0.025056216249417,-0.0184737733464104,-0.0331458277851814,-0.0331951856626251,-0.0144445500857295,-0.0076287742208461,-0.0062219793026982,-0.0336636454576934,0.005074187192884105,-0.020087296599797022
2020-09-22 00:00:00-04:00,0.0158306505925536,-0.0083574739168453,-0.0021322493628481,-0.0103221446313739,0.0098853861220329,0.0211294212344745,0.0058889419269263,0.0062436230156663,0.0018983212745244,-0.0007908498606666869,-0.004846314367596194
2020-09-23 00:00:00-04:00,-0.0311681708472781,-0.0223345301823048,-0.0102951400774787,-0.0451959562078017,-0.0178806220274574,-0.0164016846954477,-0.0150315171788816,-0.0153396676027264,-0.0293698846063931,0.0013389078515539943,-0.021606497297661065
2020-09-24 00:00:00-04:00,0.0056029576519642,0.0021550661239304,-0.0050047304522063,-0.0003310773417795,0.0014618068333851,-0.0004219052491394,0.0073893874465398,0.0112026018567175,0.0071580394011394,0.003830336163640702,0.003718800733685912
2020-09-25 00:00:00-04:00,0.0239035481191274,0.0103223763160085,0.0160764170905913,-0.0006622219553334,0.0149945956590138,0.0130217505721896,0.0052624675778223,0.0164445330637648,0.0088838220813702,0.0,-0.0028499771605223767
2020-09-28 00:00:00-04:00,0.0191329205138977,0.0238399657565036,0.0090271909536794,0.0235254466456904,0.0180416068751105,0.0209141902138316,0.0112626210754562,0.002554541245777,0.016170319144994,-0.0028468168262628657,0.01006056066236427
2020-09-29 00:00:00-04:00,-0.0033584526452851,-0.0124739187703258,-0.0012505030418304,-0.0275170260562962,-0.008860779773917,-0.0077585298019291,-0.0065883164927579,-0.0003399426966601,-0.0074051520224629,0.0011543341051776235,0.008432402483858015
2020-09-30 00:00:00-04:00,0.0083813963928347,0.0134737391009656,0.0159892285960334,-0.0029960239981476,-0.0025914447229887,0.008162210155677,0.0121585376340562,0.0090061786888895,0.0101586393491688,-0.009585075283756406,-0.006004867330144381
2020-10-01 00:00:00-04:00,0.0105399130239745,0.0016615999084825,-0.0034130187846646,-0.0307177144686162,-0.0029878830960751,0.01306323299051,0.0056163713712458,0.0101042190282103,-0.0141418724077571,0.001649211091663938,0.008920516455577454
2020-10-02 00:00:00-04:00,-0.0253542290678727,0.007880712782518,-0.0091322921838989,0.0096452358667964,0.0112052819110288,-0.0042310349083274,-0.0055850039151484,0.0118373090366743,0.0089256195695999,-0.003733827980404447,-0.0008953758525005462
2020-10-05 00:00:00-04:00,0.0219247061901173,0.0164610365222277,0.0205451857158378,0.0300238643296801,0.0161059482296115,0.0132188414741016,0.0067083049797405,0.0125228698807491,0.0191154627364262,-0.019539317331469408,0.004872915921881216
2020-10-06 00:00:00-04:00,-0.0154947237727124,-0.0101215473477765,-0.0132643393113106,-0.0149056123874687,-0.0121731748850351,-0.018504663289978,-0.0065085471860126,0.0084620308672829,-0.0125561308746329,0.00538981341847955,-0.011760774579356315
2020-10-07 00:00:00-04:00,0.0183328534599804,0.0167687370182616,0.0188769187664219,0.0141222999714558,0.0220795134743867,0.0228549903910175,0.0107628407066,0.0061320322709281,0.0257454932732326,-0.007293159247337977,-0.0004512229536247636
2020-10-08 00:00:00-04:00,0.005179963463912,0.013676871006562,0.0048656501034201,0.0374669144412684,0.0099222454534939,0.0065641138856256,0.0066357708381592,0.0182839788643471,0.0101011183486452,0.005399750467167896,0.0035549310375408982
2020-10-09 00:00:00-04:00,0.01529093184498,0.001190236239315,0.0090326197722256,-0.0159795623591031,0.0037307167449049,0.0104077302750795,0.007818437534331,-0.000157637754423,0.0077274182376498,-0.0001875272559077601,0.018161347296547614
